strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Basic Strategy,1,RUN,24.705115265610008,9.554428110228507,15.97
1ST→2ND,Basic Strategy,2,TMC,21.465020022712334,4.682271863099316,5.36
1ST→2ND,Basic Strategy,3,CDE,20.10546016490462,11.140584153252306,13.15
1ST→2ND,Basic Strategy,4,ARRY,17.832381623481044,-0.2671154792334149,9.01
1ST→2ND,Basic Strategy,5,CRML,17.548658647258993,8.619753302423234,6.195
1ST→2ND,Basic Strategy,6,QBTS,16.03539317825032,0.15547360793792517,15.62
1ST→2ND,Basic Strategy,7,EOSE,14.392873049136545,2.4163881892813577,6.9
1ST→2ND,Basic Strategy,8,OKTA,12.85433929033681,-6.12346934856409,92.77
1ST→2ND,Basic Strategy,9,XPEV,12.692865016193513,5.5089904616025995,21.02
1ST→2ND,Basic Strategy,10,MARA,11.367333491988818,8.53944183734735,15.98
1ST→2ND,RSI Filter (≤70),1,RUN,24.705115265610008,9.554428110228507,15.97
1ST→2ND,RSI Filter (≤70),2,TMC,21.465020022712334,4.682271863099316,5.36
1ST→2ND,RSI Filter (≤70),3,CDE,20.10546016490462,12.713193726981588,13.15
1ST→2ND,RSI Filter (≤70),4,ARRY,17.832381623481044,-0.2671154792334149,9.01
1ST→2ND,RSI Filter (≤70),5,CRML,17.548658647258993,8.619753302423234,6.195
1ST→2ND,RSI Filter (≤70),6,QBTS,16.03539317825032,0.15547360793792517,15.62
1ST→2ND,RSI Filter (≤70),7,CRWV,14.663791413448351,7.3726393470636395,103.04
1ST→2ND,RSI Filter (≤70),8,EOSE,14.392873049136545,2.4163881892813577,6.9
1ST→2ND,RSI Filter (≤70),9,OKTA,12.85433929033681,-6.12346934856409,92.77
1ST→2ND,RSI Filter (≤70),10,XPEV,12.692865016193513,5.5089904616025995,21.02
1ST→2ND,Double Down (Thu),1,RUN,26.188046337582175,9.554428110228507,15.97
1ST→2ND,Double Down (Thu),2,TMC,21.465020022712334,4.682271863099316,5.36
1ST→2ND,Double Down (Thu),3,CRML,21.198886656274528,9.506781262655808,6.195
1ST→2ND,Double Down (Thu),4,CDE,20.10546016490462,11.140584153252306,13.15
1ST→2ND,Double Down (Thu),5,ARRY,17.832381623481044,-0.2671154792334149,9.01
1ST→2ND,Double Down (Thu),6,QBTS,16.03539317825032,0.15547360793792517,15.62
1ST→2ND,Double Down (Thu),7,EOSE,14.392873049136545,5.146607152579731,6.9
1ST→2ND,Double Down (Thu),8,OKTA,12.85433929033681,-6.12346934856409,92.77
1ST→2ND,Double Down (Thu),9,XPEV,12.692865016193513,5.5089904616025995,21.02
