strategy_formatted,variant_formatted,rank,ticker,training_return,testing_return,current_price
1ST→2ND,Basic Strategy,1,ASST,359.19797887879184,-0.1250668229754055,6.46
1ST→2ND,Basic Strategy,2,RUN,24.705115265610008,9.554428110228507,15.93
1ST→2ND,Basic Strategy,3,ASPI,21.800370753923286,18.894540541658422,8.67
1ST→2ND,Basic Strategy,4,TMC,21.465020022712334,4.682271863099316,5.44
1ST→2ND,Basic Strategy,5,AEVA,20.33180570859306,-1.9311233427026278,13.765
1ST→2ND,Basic Strategy,6,CDE,20.10546016490462,11.140584153252306,13.66
1ST→2ND,Basic Strategy,7,ARRY,17.832381623481044,-0.2671154792334149,9.145
1ST→2ND,Basic Strategy,8,CRML,17.548658647258993,8.619753302423234,5.815
1ST→2ND,Basic Strategy,9,CBRL,16.252791753541143,1.4880185151891732,54.72
1ST→2ND,Basic Strategy,10,QBTS,16.03539317825032,0.15547360793792517,15.85
1ST→2ND,RSI Filter (≤70),1,ASST,359.19797887879184,-0.1250668229754055,6.46
1ST→2ND,RSI Filter (≤70),2,RUN,24.705115265610008,9.554428110228507,15.93
1ST→2ND,RSI Filter (≤70),3,ASPI,21.800370753923286,18.894540541658422,8.67
1ST→2ND,RSI Filter (≤70),4,TMC,21.465020022712334,4.682271863099316,5.44
1ST→2ND,RSI Filter (≤70),5,AEVA,20.33180570859306,-1.9311233427026278,13.765
1ST→2ND,RSI Filter (≤70),6,CDE,20.10546016490462,12.713193726981588,13.66
1ST→2ND,RSI Filter (≤70),7,ARRY,17.832381623481044,-0.2671154792334149,9.145
1ST→2ND,RSI Filter (≤70),8,CRML,17.548658647258993,8.619753302423234,5.815
1ST→2ND,RSI Filter (≤70),9,CBRL,16.252791753541143,1.4880185151891732,54.72
1ST→2ND,RSI Filter (≤70),10,QBTS,16.03539317825032,0.15547360793792517,15.85
1ST→2ND,Double Down (Thu),1,ASST,359.19797887879184,-0.1250668229754055,6.46
1ST→2ND,Double Down (Thu),2,RUN,26.188046337582175,9.554428110228507,15.93
1ST→2ND,Double Down (Thu),3,ASPI,21.800370753923286,18.894540541658422,8.67
1ST→2ND,Double Down (Thu),4,TMC,21.465020022712334,4.682271863099316,5.44
1ST→2ND,Double Down (Thu),5,AEVA,21.33467773950247,3.0236830810794704,13.765
1ST→2ND,Double Down (Thu),6,CRML,21.198886656274528,9.506781262655808,5.815
1ST→2ND,Double Down (Thu),7,CDE,20.10546016490462,11.140584153252306,13.66
1ST→2ND,Double Down (Thu),8,ARRY,17.832381623481044,-0.2671154792334149,9.145
1ST→2ND,Double Down (Thu),9,CBRL,16.252791753541143,2.48459726510097,54.72
1ST→2ND,Double Down (Thu),10,QBTS,16.03539317825032,0.15547360793792517,15.85
1ST→2ND,Stop Loss (Thu),1,ASST,359.19797887879184,-0.1250668229754055,6.46
1ST→2ND,Stop Loss (Thu),2,RUN,24.705115265610008,9.554428110228507,15.93
1ST→2ND,Stop Loss (Thu),3,ASPI,21.800370753923286,18.894540541658422,8.67
1ST→2ND,Stop Loss (Thu),4,TMC,21.465020022712334,4.682271863099316,5.44
1ST→2ND,Stop Loss (Thu),5,AEVA,20.33180570859306,-2.091941482403358,13.765
1ST→2ND,Stop Loss (Thu),6,CDE,20.10546016490462,11.140584153252306,13.66
1ST→2ND,Stop Loss (Thu),7,ARRY,17.832381623481044,-0.2671154792334149,9.145
1ST→2ND,Stop Loss (Thu),8,CRML,17.178288276888622,8.619753302423234,5.815
1ST→2ND,Stop Loss (Thu),9,CBRL,16.252791753541143,1.4880185151891732,54.72
1ST→2ND,Stop Loss (Thu),10,QBTS,16.03539317825032,0.15547360793792517,15.85
2ND→3RD,Basic Strategy,1,BMNR,92.85714285714289,-13.854277153553726,42.49
2ND→3RD,Basic Strategy,2,QBTS,51.008493947349876,0.21503448765598362,15.85
2ND→3RD,Basic Strategy,3,ARQQ,49.99467129011521,7.6715638184903545,27.74
2ND→3RD,Basic Strategy,4,QUBT,30.470246158650585,12.93003505575561,15.05
2ND→3RD,Basic Strategy,5,AREN,26.421325369186594,7.572858215673375,5.99
2ND→3RD,Basic Strategy,6,CAPR,25.678479269868927,-8.01451421181784,6.33
2ND→3RD,Basic Strategy,7,FL,25.269566540008128,2.0857990644434827,24.15
2ND→3RD,Basic Strategy,8,MSTU,17.87319864637693,-11.971325592026952,5.48
2ND→3RD,Basic Strategy,9,SMR,15.748532709770286,6.635477955509408,37.24
2ND→3RD,Basic Strategy,10,OKLO,15.442307192081683,5.596426799565815,73.59
2ND→3RD,RSI Filter (≤70),1,BMNR,92.85714285714289,-13.854277153553726,42.49
2ND→3RD,RSI Filter (≤70),2,QBTS,51.008493947349876,0.21503448765598362,15.85
2ND→3RD,RSI Filter (≤70),3,ARQQ,49.99467129011521,7.6715638184903545,27.74
2ND→3RD,RSI Filter (≤70),4,CRWV,48.04240041032655,-18.193800564248342,93.34
2ND→3RD,RSI Filter (≤70),5,QUBT,30.470246158650585,12.93003505575561,15.05
2ND→3RD,RSI Filter (≤70),6,CAPR,25.678479269868927,-8.01451421181784,6.33
2ND→3RD,RSI Filter (≤70),7,FL,25.269566540008128,4.094041345764078,24.15
2ND→3RD,RSI Filter (≤70),8,TMC,22.871366864338533,4.809450798565191,5.44
2ND→3RD,RSI Filter (≤70),9,AREN,21.092662211083265,7.572858215673375,5.99
2ND→3RD,RSI Filter (≤70),10,MSTU,17.87319864637693,-11.971325592026952,5.48
2ND→3RD,Double Down (Thu),1,BMNR,92.85714285714289,-11.501108309818848,42.49
2ND→3RD,Double Down (Thu),2,QBTS,52.3312452701012,2.0330710904635665,15.85
2ND→3RD,Double Down (Thu),3,ARQQ,51.391066601611676,7.6715638184903545,27.74
2ND→3RD,Double Down (Thu),4,QUBT,31.681856205697184,14.021877927465312,15.05
2ND→3RD,Double Down (Thu),5,AREN,27.775922794855703,7.572858215673375,5.99
2ND→3RD,Double Down (Thu),6,FL,26.84688269244892,2.0857990644434827,24.15
2ND→3RD,Double Down (Thu),7,CAPR,25.678479269868927,-8.01451421181784,6.33
2ND→3RD,Double Down (Thu),8,MSTU,17.87319864637693,-8.920359049819785,5.48
2ND→3RD,Double Down (Thu),9,ALTS,17.34851970947317,-1.9040782867743973,5.58
2ND→3RD,Double Down (Thu),10,CRWV,16.844658488113694,-7.60841826804873,93.34
2ND→3RD,Stop Loss (Thu),1,BMNR,92.85714285714289,-9.69365789859485,42.49
2ND→3RD,Stop Loss (Thu),2,QBTS,51.008493947349876,-0.007806737970755743,15.85
2ND→3RD,Stop Loss (Thu),3,ARQQ,49.99467129011521,7.6715638184903545,27.74
2ND→3RD,Stop Loss (Thu),4,QUBT,30.470246158650585,12.93003505575561,15.05
2ND→3RD,Stop Loss (Thu),5,AREN,26.421325369186594,7.572858215673375,5.99
2ND→3RD,Stop Loss (Thu),6,CAPR,25.678479269868927,-8.01451421181784,6.33
2ND→3RD,Stop Loss (Thu),7,FL,25.269566540008128,2.0857990644434827,24.15
2ND→3RD,Stop Loss (Thu),8,CRWV,18.838902567006894,-12.224422864828822,93.34
2ND→3RD,Stop Loss (Thu),9,MSTU,17.87319864637693,-10.401200406370263,5.48
2ND→3RD,Stop Loss (Thu),10,SMR,15.748532709770286,6.635477955509408,37.24
3RD→4TH,Basic Strategy,1,SBET,378.1216510818797,-18.23995849520946,16.98
3RD→4TH,Basic Strategy,2,NVTS,72.38224328985552,-5.558473969421766,5.76
3RD→4TH,Basic Strategy,3,CEP,65.46304789471179,-9.83615635808381,22.7
3RD→4TH,Basic Strategy,4,TSLL,33.646368288589784,4.759575350208068,11.95
3RD→4TH,Basic Strategy,5,TSLG,33.55849579953767,4.692251917718982,5.96
3RD→4TH,Basic Strategy,6,CRWV,30.909623289895272,-2.2337538626528395,93.34
3RD→4TH,Basic Strategy,7,AEVA,28.958219324440048,-1.8740938650501588,13.765
3RD→4TH,Basic Strategy,8,AMPX,25.979761728959158,-3.332146052109012,7.32
3RD→4TH,Basic Strategy,9,SMR,25.49141363644337,0.24884936279211844,37.24
3RD→4TH,Basic Strategy,10,BBAI,23.834658141622754,-3.9379680684028493,5.02
3RD→4TH,RSI Filter (≤70),1,SBET,378.1216510818797,-18.23995849520946,16.98
3RD→4TH,RSI Filter (≤70),2,NVTS,72.38224328985552,-8.868997849055908,5.76
3RD→4TH,RSI Filter (≤70),3,CEP,65.46304789471179,-9.83615635808381,22.7
3RD→4TH,RSI Filter (≤70),4,AEVA,41.67224554635199,-5.8596844868956275,13.765
3RD→4TH,RSI Filter (≤70),5,TSLL,33.646368288589784,4.759575350208068,11.95
3RD→4TH,RSI Filter (≤70),6,TSLG,33.55849579953767,4.692251917718982,5.96
3RD→4TH,RSI Filter (≤70),7,AMPX,25.979761728959158,6.518723994452147,7.32
3RD→4TH,RSI Filter (≤70),8,BBAI,23.834658141622754,-3.9379680684028493,5.02
3RD→4TH,RSI Filter (≤70),9,BTDR,21.503113700281236,-8.35019920904014,14.24
3RD→4TH,RSI Filter (≤70),10,IONQ,20.37083579132145,-0.5016974941566091,42.99
3RD→4TH,Double Down (Thu),1,SBET,378.1216510818797,-11.989687133701414,16.98
3RD→4TH,Double Down (Thu),2,NVTS,74.20892107015912,-4.241445688970611,5.76
3RD→4TH,Double Down (Thu),3,CEP,65.46304789471179,-7.559534819290808,22.7
3RD→4TH,Double Down (Thu),4,TSLL,33.646368288589784,8.915356699744235,11.95
3RD→4TH,Double Down (Thu),5,TSLG,33.55849579953767,8.842309098314361,5.96
3RD→4TH,Double Down (Thu),6,CRWV,30.909623289895272,-1.2145850287986926,93.34
3RD→4TH,Double Down (Thu),7,AEVA,28.958219324440048,-0.22271471575362334,13.765
3RD→4TH,Double Down (Thu),8,BBAI,26.387406253110118,-2.9517554317047785,5.02
3RD→4TH,Double Down (Thu),9,AMPX,25.979761728959158,-1.412829281564371,7.32
3RD→4TH,Double Down (Thu),10,SMR,25.49141363644337,2.1496506782527534,37.24
3RD→4TH,Stop Loss (Thu),1,SBET,378.1216510818797,-17.999208118029348,16.98
3RD→4TH,Stop Loss (Thu),2,NVTS,73.26274643450962,-5.558473969421766,5.76
3RD→4TH,Stop Loss (Thu),3,CEP,65.46304789471179,-9.83615635808381,22.7
3RD→4TH,Stop Loss (Thu),4,TSLL,33.646368288589784,0.9477343120896574,11.95
3RD→4TH,Stop Loss (Thu),5,TSLG,33.55849579953767,0.8982139773395778,5.96
3RD→4TH,Stop Loss (Thu),6,CRWV,30.909623289895272,-2.2337538626528395,93.34
3RD→4TH,Stop Loss (Thu),7,AEVA,28.958219324440048,0.09554607974974161,13.765
3RD→4TH,Stop Loss (Thu),8,AMPX,25.979761728959158,-3.332146052109012,7.32
3RD→4TH,Stop Loss (Thu),9,SMR,25.49141363644337,0.7979981821221599,37.24
